ECLIPSE ANDROID PROJECT IMPORT SUMMARY
======================================

Manifest Merging:
* tess-two/.git/hooks/update.sample
* tess-two/.git/index
* tess-two/.git/info/
* tess-two/.git/info/exclude
* tess-two/.git/logs/
* tess-two/.git/logs/HEAD
* tess-two/.git/logs/refs/
* tess-two/.git/logs/refs/heads/
* tess-two/.git/logs/refs/heads/master
* tess-two/.git/logs/refs/remotes/
* tess-two/.git/logs/refs/remotes/origin/
* tess-two/.git/logs/refs/remotes/origin/HEAD
* tess-two/.git/objects/
* tess-two/.git/objects/pack/
* tess-two/.git/objects/pack/pack-ff12b16f382f81ad308456d95b48cc3c5b18ec6e.idx
* tess-two/.git/objects/pack/pack-ff12b16f382f81ad308456d95b48cc3c5b18ec6e.pack
* tess-two/.git/packed-refs
* tess-two/.git/refs/
* tess-two/.git/refs/heads/
* tess-two/.git/refs/heads/master
* tess-two/.git/refs/remotes/
* tess-two/.git/refs/remotes/origin/
* tess-two/.git/refs/remotes/origin/HEAD
* tess-two/.gitignore
* tess-two/COPYING
* tess-two/README.md
* tess-two/eyes-two/
* tess-two/eyes-two/.classpath
* tess-two/eyes-two/.project
* tess-two/eyes-two/AndroidManifest.xml
* tess-two/eyes-two/COPYING
* tess-two/eyes-two/README
* tess-two/eyes-two/build.xml
* tess-two/eyes-two/jni/
* tess-two/eyes-two/jni/Android.mk
* tess-two/eyes-two/jni/Application.mk
* tess-two/eyes-two/jni/common/
* tess-two/eyes-two/jni/common/Android.mk
* tess-two/eyes-two/jni/common/time_log.cpp
* tess-two/eyes-two/jni/common/time_log.h
* tess-two/eyes-two/jni/common/types.h
* tess-two/eyes-two/jni/common/utils.h
* tess-two/eyes-two/jni/hydrogen/
* tess-two/eyes-two/jni/hydrogen/Android.mk
* tess-two/eyes-two/jni/hydrogen/include/
* tess-two/eyes-two/jni/hydrogen/include/leptonica/
* tess-two/eyes-two/jni/hydrogen/include/leptonica/allheaders.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/alltypes.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/array.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/arrayaccess.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/bbuffer.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/bilateral.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/bmf.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/bmp.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/ccbord.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/dewarp.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/endianness.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/environ.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/freetype.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/gplot.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/heap.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/imageio.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/jbclass.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/leptwin.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/list.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/morph.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/pix.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/ptra.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/queue.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/readbarcode.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/recog.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/regutils.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/stack.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/sudoku.h
* tess-two/eyes-two/jni/hydrogen/include/leptonica/watershed.h
* tess-two/eyes-two/jni/hydrogen/jni/
* tess-two/eyes-two/jni/hydrogen/jni/common.h
* tess-two/eyes-two/jni/hydrogen/jni/hydrogentextdetector.cpp
* tess-two/eyes-two/jni/hydrogen/jni/jni.cpp
* tess-two/eyes-two/jni/hydrogen/jni/thresholder.cpp
* tess-two/eyes-two/jni/hydrogen/src/
* tess-two/eyes-two/jni/hydrogen/src/clusterer.cpp
* tess-two/eyes-two/jni/hydrogen/src/clusterer.h
* tess-two/eyes-two/jni/hydrogen/src/hydrogentextdetector.cpp
* tess-two/eyes-two/jni/hydrogen/src/hydrogentextdetector.h
* tess-two/eyes-two/jni/hydrogen/src/leptonica.h
* tess-two/eyes-two/jni/hydrogen/src/thresholder.cpp
* tess-two/eyes-two/jni/hydrogen/src/thresholder.h
* tess-two/eyes-two/jni/hydrogen/src/utilities.cpp
* tess-two/eyes-two/jni/hydrogen/src/utilities.h
* tess-two/eyes-two/jni/hydrogen/src/validator.cpp
* tess-two/eyes-two/jni/hydrogen/src/validator.h
* tess-two/eyes-two/jni/imageutils/
* tess-two/eyes-two/jni/imageutils/Android.mk
* tess-two/eyes-two/jni/imageutils/blur-jni.cpp
* tess-two/eyes-two/jni/imageutils/blur.cpp
* tess-two/eyes-two/jni/imageutils/blur.h
* tess-two/eyes-two/jni/imageutils/similar-jni.cpp
* tess-two/eyes-two/jni/imageutils/similar.cpp
* tess-two/eyes-two/jni/imageutils/similar.h
* tess-two/eyes-two/jni/opticalflow/
* tess-two/eyes-two/jni/opticalflow/Android.mk
* tess-two/eyes-two/jni/opticalflow/feature_detector.cpp
* tess-two/eyes-two/jni/opticalflow/feature_detector.h
* tess-two/eyes-two/jni/opticalflow/image.h
* tess-two/eyes-two/jni/opticalflow/optical_flow-jni.cpp
* tess-two/eyes-two/jni/opticalflow/optical_flow.cpp
* tess-two/eyes-two/jni/opticalflow/optical_flow.h
* tess-two/eyes-two/jni/opticalflow/optical_flow_utils.h
* tess-two/eyes-two/project.properties
* tess-two/eyes-two/res/
* tess-two/eyes-two/res/drawable-hdpi/
* tess-two/eyes-two/res/drawable-hdpi/btn_shutter_normal.png
* tess-two/eyes-two/res/drawable-hdpi/btn_shutter_pressed.png
* tess-two/eyes-two/res/drawable-hdpi/ic_menu_camera.png
* tess-two/eyes-two/res/drawable-hdpi/ic_menu_close_clear_cancel.png
* tess-two/eyes-two/res/drawable-hdpi/ic_menu_search.png
* tess-two/eyes-two/res/drawable-hdpi/ic_menu_stop.png
* tess-two/eyes-two/res/drawable-mdpi/
* tess-two/eyes-two/res/drawable-mdpi/btn_shutter_normal.png
* tess-two/eyes-two/res/drawable-mdpi/btn_shutter_pressed.png
* tess-two/eyes-two/res/drawable-mdpi/ic_menu_camera.png
* tess-two/eyes-two/res/drawable-mdpi/ic_menu_close_clear_cancel.png
* tess-two/eyes-two/res/drawable-mdpi/ic_menu_search.png
* tess-two/eyes-two/res/drawable-mdpi/ic_menu_stop.png
* tess-two/eyes-two/res/drawable-mdpi/service_icon.png
* tess-two/eyes-two/res/drawable-nodpi/
* tess-two/eyes-two/res/drawable-nodpi/btn_shutter.xml
* tess-two/eyes-two/res/layout/
* tess-two/eyes-two/res/layout/blocking.xml
* tess-two/eyes-two/res/layout/capture.xml
* tess-two/eyes-two/res/layout/detect.xml
* tess-two/eyes-two/res/layout/language.xml
* tess-two/eyes-two/res/layout/manage.xml
* tess-two/eyes-two/res/layout/optical_flow.xml
* tess-two/eyes-two/res/layout/recognize.xml
* tess-two/eyes-two/res/layout/test.xml
* tess-two/eyes-two/res/raw/
* tess-two/eyes-two/res/raw/click.ogg
* tess-two/eyes-two/res/raw/double_beep.ogg
* tess-two/eyes-two/res/raw/loud_beep.ogg
* tess-two/eyes-two/res/values/
* tess-two/eyes-two/res/values/arrays.xml
* tess-two/eyes-two/res/values/colors.xml
* tess-two/eyes-two/res/values/strings.xml
* tess-two/eyes-two/res/xml/
* tess-two/eyes-two/res/xml/prefs.xml
* tess-two/eyes-two/src/
* tess-two/eyes-two/src/com/
* tess-two/eyes-two/src/com/googlecode/
* tess-two/eyes-two/src/com/googlecode/eyesfree/
* tess-two/eyes-two/src/com/googlecode/eyesfree/env/
* tess-two/eyes-two/src/com/googlecode/eyesfree/env/Metronome.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/env/Result.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/env/Size.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/env/Stopwatch.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/IOcr.aidl
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/IOcrCallback.aidl
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/Intents.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/Language.aidl
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/Language.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/Ocr.aidl
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/Ocr.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/OcrResult.aidl
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/OcrResult.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/client/VersionAlert.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/BaseRecognizeActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/CameraActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/CameraManager.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/CaptureActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/DetectActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/LanguageLoader.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/LanguagesActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/NoisyDetector.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/OpticalFlowActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/PrefsActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/RecognizeActivity.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/TextRectsView.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/VoiceGestureView.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/intent/XmlLoader.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/service/
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/service/LanguageManager.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/service/OcrService.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/ocr/service/OcrTaskProcessor.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/DebugView.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/FrameLooper.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/FrameProcessor.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/FrameProducer.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/ImageBlur.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/ImageBlurProcessor.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/OcrProcessor.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/OcrQueue.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/OpticalFlow.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/OpticalFlowProcessor.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/ProcessingThread.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/TextDetectionProcessor.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/TextTrackerProcessor.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/opticflow/TimestampedFrame.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/textdetect/
* tess-two/eyes-two/src/com/googlecode/eyesfree/textdetect/HydrogenTextDetector.java
* tess-two/eyes-two/src/com/googlecode/eyesfree/textdetect/Thresholder.java
* tess-two/tess-two-test/
* tess-two/tess-two-test/.classpath
* tess-two/tess-two-test/.project
* tess-two/tess-two-test/AndroidManifest.xml
* tess-two/tess-two-test/project.properties
* tess-two/tess-two-test/res/
* tess-two/tess-two-test/res/drawable-hdpi/
* tess-two/tess-two-test/res/drawable-hdpi/icon.png
* tess-two/tess-two-test/res/drawable-ldpi/
* tess-two/tess-two-test/res/drawable-ldpi/icon.png
* tess-two/tess-two-test/res/drawable-mdpi/
* tess-two/tess-two-test/res/drawable-mdpi/icon.png
* tess-two/tess-two-test/res/values/
* tess-two/tess-two-test/res/values/strings.xml
* tess-two/tess-two-test/src/
* tess-two/tess-two-test/src/com/
* tess-two/tess-two-test/src/com/googlecode/
* tess-two/tess-two-test/src/com/googlecode/leptonica/
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/AdaptiveMapTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/BinarizeTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/BoxTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/ClipTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/ConvertTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/EnhanceTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/JpegIOTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/PixTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/PixaTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/ReadFileTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/RotateTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/ScaleTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/SkewTest.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/TestUtils.java
* tess-two/tess-two-test/src/com/googlecode/leptonica/android/test/WriteFileTest.java
* tess-two/tess-two-test/src/com/googlecode/tesseract/
* tess-two/tess-two-test/src/com/googlecode/tesseract/android/
* tess-two/tess-two-test/src/com/googlecode/tesseract/android/test/
* tess-two/tess-two-test/src/com/googlecode/tesseract/android/test/AllTests.java
* tess-two/tess-two-test/src/com/googlecode/tesseract/android/test/TessBaseAPITest.java
* tess-two/tess-two/
* tess-two/tess-two/.classpath
* tess-two/tess-two/.gitignore
* tess-two/tess-two/.project
* tess-two/tess-two/AndroidManifest.xml
* tess-two/tess-two/COPYING
* tess-two/tess-two/build.xml
* tess-two/tess-two/jni/
* tess-two/tess-two/jni/Android.mk
* tess-two/tess-two/jni/Application.mk
* tess-two/tess-two/jni/com_googlecode_leptonica_android/
* tess-two/tess-two/jni/com_googlecode_leptonica_android/Android.mk
* tess-two/tess-two/jni/com_googlecode_leptonica_android/box.cpp
* tess-two/tess-two/jni/com_googlecode_leptonica_android/common.h
* tess-two/tess-two/jni/com_googlecode_leptonica_android/config_auto.h
* tess-two/tess-two/jni/com_googlecode_leptonica_android/jni.cpp
* tess-two/tess-two/jni/com_googlecode_leptonica_android/pix.cpp
* tess-two/tess-two/jni/com_googlecode_leptonica_android/pixa.cpp
* tess-two/tess-two/jni/com_googlecode_leptonica_android/readfile.cpp
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/Makefile.am
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/Makefile.in
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/README.html
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/aclocal.m4
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/autobuild
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/config.guess
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/config.h.in
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/config.h.in~
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/config.sub
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/depcomp
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/install-sh
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/ltmain.sh
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/config/missing
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/configure
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/configure.ac
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/endiantest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/lept.pc.in
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/leptonica-license.txt
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/make-for-auto
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/make-for-local
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/moller52.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/1555-3.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/1555-7.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/19-colors.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/Leptonica.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/Makefile.am
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/Makefile.in
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/adaptmap_dark.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/adaptmaptest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/adaptnorm_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/affine_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/alltests_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/alphaops_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/alphaxform_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/aneurisms8.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/arabic.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/arabic_lines.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/arithtest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-128-300.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-2of5-300.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-39-300.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-93-300.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-codabar-300.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-digits.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-i2of5-300.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcode-upc-300.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcodetest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcodetest1.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/barcodetest2.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/baselinetest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/bilateral1_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/bilateral2_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/bilinear_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binarize_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binarize_set.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binarizefiles.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/bincompare.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binmorph1_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binmorph2_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binmorph3_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binmorph4_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/binmorph5_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blackwhite_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend-green1.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend-green2.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend-green3.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend-orange.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend-red.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend-yellow.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend1_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend2_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend3_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blend4_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blendcmaptest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blender1.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blender8.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/blendtext.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/books_logo.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/boxa1.ba
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/boxa1_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/boxedpage.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brev06.75.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brev10.75.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brev14.75.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brev20.75.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brev36.75.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brev53.75.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brev56.75.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/breviar38.150.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/brothers.150.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/buffertest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/byteatest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/candelabrum-11.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/cat-35.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/cat-7.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/cavalerie.11.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/cavalerie.29.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/ccbordtest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/cctest1.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/ccthin1_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/ccthin2_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/char.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-10.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-12.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-14.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-16.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-18.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-20.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-4.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-6.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/chars-8.tif
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/church.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/cmapquant_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/coffeebeans.png
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/color-wheel-hue.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorcontent_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/coloring_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorize_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colormask_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colormorphtest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorquant_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorseg.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorseg_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorsegtest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorspace_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/colorspacetest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/compare_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/comparepages.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/comparetest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/compfilter_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/concatpdf.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/conncomp_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/contrast-orig-60.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/contrast1.jpg
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/contrasttest.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/conversion_reg.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/convertfilestopdf.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/convertfilestops.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/convertformat.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/convertsegfilestopdf.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/convertsegfilestops.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/converttogray.c
* tess-two/tess-two/jni/com_googlecode_leptonica_android/src/prog/converttopdf.c
